user_id,timestamp,event_type,duration,engagement_level,text_data,location,time_of_day
625,2023-10-24 17:02:00,Commute,60,2,Team brainstorming,Outdoor,Afternoon
user_22,2023-10-25 11:28:00,Meeting,15,5,Went for a walk,Outdoor,Morning
user_182,2023-10-13 00:59:00,Social Interaction,45,2,Workout session,Outdoor,Morning
649,2023-10-19 09:36:00,Break,30,3,Client meeting,Home,Morning
641,2023-10-12 12:30:00,Meeting,60,5,Solo reading session,Outdoor,Afternoon
515,2023-10-19 18:31:00,Break,60,5,Went for a walk,Outdoor,Evening
794,2023-10-17 19:48:00,Meeting,12,2,Client meeting,Office,Evening
487,2023-10-11 10:31:00,Break,60,5,Discuss project,Gym,Morning
708,2023-10-02 07:53:00,Commute,15,1,Networking event,Outdoor,Morning
user_439,2023-10-09 11:39:00,Commute,60,3,Casual chat with friends,Gym,Morning
399,2023-10-15 04:09:00,Exercise,12,3,Lunch with colleagues,Office,Morning
206,2023-10-16 22:47:00,Break,30,3,Discuss project,Home,Evening
954,2023-10-03 01:37:00,Casual Lunch,15,2,Solo reading session,Office,Morning
user_478,2023-10-15 04:18:00,Commute,60,3,Team brainstorming,Gym,Morning
user_407,2023-10-10 17:47:00,Commute,30,3,Networking event,Gym,Afternoon
user_333,2023-10-17 04:06:00,Meeting,12,3,Relaxing at home,Outdoor,Morning
user_400,2023-10-21 18:31:00,Break,45,3,Casual chat with friends,Office,Evening
user_362,2023-10-22 08:39:00,Casual Lunch,45,3,Went for a walk,Home,Morning
571,2023-10-23 15:09:00,Break,20,3,Had a coffee break,Office,Afternoon
147,2023-10-26 17:26:00,Commute,60,1,Discuss project,Outdoor,Afternoon
996,2023-10-11 15:59:00,Break,15,1,Discuss project,Gym,Afternoon
254,2023-10-03 20:37:00,Meeting,45,1,Discuss project,Home,Evening
user_248,2023-10-29 18:16:00,Break,20,2,Had a coffee break,Gym,Evening
user_469,2023-10-20 15:57:00,Exercise,20,1,Went for a walk,Gym,Afternoon
user_98,2023-10-05 19:38:00,Break,60,5,Discuss project,Gym,Evening
852,2023-10-17 01:05:00,Commute,30,1,Had a coffee break,Outdoor,Morning
user_499,2023-10-05 14:53:00,Exercise,20,1,Long commute,Home,Afternoon
172,2023-10-18 06:54:00,Exercise,12,5,Networking event,Home,Morning
user_142,2023-10-10 22:57:00,Social Interaction,45,3,Team brainstorming,Office,Evening
998,2023-10-16 21:19:00,Casual Lunch,45,4,Lunch with colleagues,Office,Evening
44,2023-10-24 13:06:00,Break,12,5,Discuss project,Outdoor,Afternoon
226,2023-10-30 10:55:00,Meeting,15,4,Went for a walk,Gym,Morning
78,2023-10-01 19:29:00,Break,30,1,Relaxing at home,Outdoor,Evening
user_88,2023-10-24 00:35:00,Meeting,60,5,Networking event,Outdoor,Morning
95,2023-10-05 19:39:00,Exercise,15,1,Discuss project,Home,Evening
308,2023-10-22 11:16:00,Casual Lunch,45,2,Workout session,Home,Morning
user_223,2023-10-25 21:11:00,Commute,45,4,Long commute,Gym,Evening
user_195,2023-10-24 00:29:00,Social Interaction,60,1,Long commute,Gym,Morning
650,2023-10-10 06:15:00,Meeting,12,5,Casual chat with friends,Office,Morning
user_36,2023-10-14 09:20:00,Meeting,45,2,Had a coffee break,Home,Morning
233,2023-10-01 21:06:00,Break,12,3,Long commute,Outdoor,Evening
user_458,2023-10-04 00:32:00,Commute,15,5,Networking event,Office,Morning
user_164,2023-10-04 03:42:00,Social Interaction,20,4,Went for a walk,Office,Morning
58,2023-10-25 08:08:00,Casual Lunch,15,4,Team brainstorming,Outdoor,Morning
501,2023-10-12 20:28:00,Meeting,60,3,Solo reading session,Outdoor,Evening
349,2023-10-05 22:04:00,Casual Lunch,20,2,Casual chat with friends,Gym,Evening
user_26,2023-10-23 09:34:00,Social Interaction,30,5,Discuss project,Gym,Morning
468,2023-10-09 22:47:00,Meeting,45,2,Had a coffee break,Gym,Evening
user_115,2023-10-14 03:14:00,Commute,15,1,Long commute,Outdoor,Morning
428,2023-10-24 19:49:00,Exercise,30,5,Team brainstorming,Outdoor,Evening
user_402,2023-10-10 03:12:00,Meeting,15,1,Lunch with colleagues,Outdoor,Morning
user_256,2023-10-21 04:22:00,Meeting,45,2,Went for a walk,Office,Morning
user_262,2023-10-18 18:26:00,Commute,60,3,Workout session,Office,Evening
829,2023-10-07 02:07:00,Social Interaction,12,3,Casual chat with friends,Outdoor,Morning
847,2023-10-30 08:18:00,Social Interaction,20,2,Solo reading session,Office,Morning
626,2023-10-24 04:24:00,Commute,20,1,Had a coffee break,Home,Morning
647,2023-10-15 20:09:00,Exercise,15,2,Discuss project,Office,Evening
488,2023-10-19 08:28:00,Casual Lunch,30,2,Client meeting,Office,Morning
user_285,2023-10-02 18:13:00,Break,15,4,Workout session,Outdoor,Evening
196,2023-10-14 18:12:00,Break,15,3,Had a coffee break,Gym,Evening
189,2023-10-10 15:09:00,Meeting,20,4,Team brainstorming,Gym,Afternoon
180,2023-10-24 12:21:00,Social Interaction,15,4,Long commute,Outdoor,Afternoon
799,2023-10-25 03:22:00,Social Interaction,12,2,Workout session,Gym,Morning
191,2023-10-26 08:56:00,Exercise,30,4,Workout session,Gym,Morning
427,2023-10-19 06:02:00,Meeting,60,3,Had a coffee break,Gym,Morning
341,2023-10-27 06:20:00,Casual Lunch,30,1,Had a coffee break,Outdoor,Morning
325,2023-10-21 15:25:00,Commute,45,5,Client meeting,Office,Afternoon
921,2023-10-02 02:54:00,Exercise,30,1,Team brainstorming,Outdoor,Morning
455,2023-10-30 07:30:00,Commute,30,3,Relaxing at home,Home,Morning
user_334,2023-10-27 07:23:00,Casual Lunch,30,1,Discuss project,Outdoor,Morning
191,2023-10-09 14:59:00,Exercise,12,2,Workout session,Outdoor,Afternoon
39,2023-10-20 22:57:00,Social Interaction,60,5,Casual chat with friends,Gym,Evening
user_99,2023-10-27 12:08:00,Exercise,12,4,Went for a walk,Home,Afternoon
131,2023-10-24 14:11:00,Commute,20,5,Had a coffee break,Home,Afternoon
330,2023-10-16 19:35:00,Commute,15,5,Networking event,Home,Evening
21,2023-10-28 04:50:00,Casual Lunch,60,3,Team brainstorming,Home,Morning
user_237,2023-10-12 17:46:00,Casual Lunch,30,1,Went for a walk,Office,Afternoon
user_57,2023-10-13 07:05:00,Break,60,5,Client meeting,Gym,Morning
855,2023-10-03 11:45:00,Casual Lunch,45,4,Workout session,Office,Morning
945,2023-10-16 23:35:00,Meeting,30,3,Lunch with colleagues,Office,Evening
315,2023-10-13 09:49:00,Casual Lunch,12,3,Long commute,Outdoor,Morning
518,2023-10-21 13:21:00,Social Interaction,20,2,Solo reading session,Office,Afternoon
user_407,2023-10-18 02:43:00,Meeting,45,3,Had a coffee break,Gym,Morning
user_300,2023-10-10 22:41:00,Commute,60,1,Had a coffee break,Outdoor,Evening
user_276,2023-10-18 15:31:00,Casual Lunch,45,5,Went for a walk,Outdoor,Afternoon
39,2023-10-24 03:20:00,Commute,12,4,Solo reading session,Office,Morning
user_284,2023-10-02 17:08:00,Casual Lunch,20,2,Team brainstorming,Office,Afternoon
user_224,2023-10-07 10:03:00,Meeting,20,3,Had a coffee break,Home,Morning
952,2023-10-12 14:58:00,Commute,12,3,Discuss project,Home,Afternoon
829,2023-10-01 06:16:00,Commute,60,4,Discuss project,Gym,Morning
user_143,2023-10-04 10:45:00,Meeting,45,5,Casual chat with friends,Outdoor,Morning
user_152,2023-10-28 09:12:00,Meeting,20,5,Casual chat with friends,Office,Morning
user_275,2023-10-15 03:58:00,Break,12,4,Casual chat with friends,Office,Morning
406,2023-10-13 19:47:00,Commute,12,5,Casual chat with friends,Office,Evening
580,2023-10-02 23:28:00,Commute,30,5,Went for a walk,Office,Evening
user_350,2023-10-19 18:54:00,Commute,12,4,Client meeting,Home,Evening
user_390,2023-10-17 00:08:00,Meeting,60,4,Discuss project,Gym,Morning
30,2023-10-23 04:52:00,Casual Lunch,15,3,Lunch with colleagues,Office,Morning
user_187,2023-10-15 03:49:00,Commute,15,2,Networking event,Office,Morning
127,2023-10-21 03:28:00,Exercise,12,3,Relaxing at home,Office,Morning
138,2023-10-18 19:02:00,Casual Lunch,12,1,Relaxing at home,Outdoor,Evening
708,2023-10-08 14:24:00,Social Interaction,30,5,Client meeting,Gym,Afternoon
user_469,2023-10-25 01:50:00,Casual Lunch,20,2,Had a coffee break,Outdoor,Morning
125,2023-10-29 03:56:00,Commute,12,3,Team brainstorming,Outdoor,Morning
186,2023-10-12 23:44:00,Meeting,20,4,Long commute,Office,Evening
779,2023-10-23 10:36:00,Exercise,15,2,Casual chat with friends,Office,Morning
user_292,2023-10-13 22:59:00,Meeting,45,1,Workout session,Office,Evening
user_353,2023-10-22 08:17:00,Break,12,1,Had a coffee break,Outdoor,Morning
898,2023-10-19 00:30:00,Commute,45,5,Solo reading session,Outdoor,Morning
user_468,2023-10-04 20:25:00,Exercise,60,2,Casual chat with friends,Gym,Evening
user_3,2023-10-09 09:49:00,Break,45,2,Relaxing at home,Outdoor,Morning
user_148,2023-10-13 19:11:00,Social Interaction,20,2,Went for a walk,Gym,Evening
453,2023-10-31 05:39:00,Commute,15,4,Client meeting,Outdoor,Morning
283,2023-10-26 21:58:00,Commute,30,1,Lunch with colleagues,Office,Evening
user_72,2023-10-27 12:19:00,Commute,60,5,Networking event,Home,Afternoon
user_6,2023-10-21 14:51:00,Meeting,20,5,Went for a walk,Gym,Afternoon
user_73,2023-10-13 09:20:00,Meeting,15,4,Networking event,Office,Morning
278,2023-10-23 19:16:00,Commute,30,4,Casual chat with friends,Office,Evening
783,2023-10-20 16:08:00,Social Interaction,60,2,Relaxing at home,Gym,Afternoon
user_342,2023-10-21 02:58:00,Break,30,5,Networking event,Gym,Morning
user_128,2023-10-25 21:21:00,Exercise,45,2,Casual chat with friends,Home,Evening
user_212,2023-10-12 04:17:00,Casual Lunch,30,3,Discuss project,Outdoor,Morning
381,2023-10-04 22:49:00,Commute,20,3,Relaxing at home,Home,Evening
user_334,2023-10-14 11:30:00,Break,15,2,Relaxing at home,Home,Morning
784,2023-10-03 10:16:00,Break,20,1,Solo reading session,Home,Morning
676,2023-10-25 00:18:00,Social Interaction,45,5,Long commute,Home,Morning
99,2023-10-24 20:00:00,Social Interaction,20,3,Discuss project,Gym,Evening
506,2023-10-04 15:34:00,Commute,30,5,Networking event,Office,Afternoon
70,2023-10-14 02:33:00,Exercise,12,5,Casual chat with friends,Outdoor,Morning
user_318,2023-10-28 05:10:00,Social Interaction,15,4,Relaxing at home,Gym,Morning
897,2023-10-03 01:54:00,Break,60,4,Client meeting,Gym,Morning
user_153,2023-10-17 10:21:00,Social Interaction,12,5,Went for a walk,Office,Morning
856,2023-10-19 22:22:00,Meeting,45,1,Solo reading session,Home,Evening
6,2023-10-20 10:45:00,Commute,60,2,Team brainstorming,Outdoor,Morning
480,2023-10-27 11:13:00,Social Interaction,12,5,Went for a walk,Outdoor,Morning
26,2023-10-04 15:49:00,Break,60,2,Relaxing at home,Office,Afternoon
995,2023-10-13 05:51:00,Exercise,45,2,Casual chat with friends,Outdoor,Morning
user_122,2023-10-27 19:37:00,Commute,45,3,Casual chat with friends,Gym,Evening
957,2023-10-26 20:07:00,Commute,45,5,Went for a walk,Gym,Evening
user_169,2023-10-26 10:03:00,Exercise,12,2,Discuss project,Outdoor,Morning
user_167,2023-10-05 20:13:00,Social Interaction,60,3,Discuss project,Home,Evening
664,2023-10-23 00:57:00,Exercise,60,5,Long commute,Outdoor,Morning
593,2023-10-12 08:05:00,Casual Lunch,20,4,Client meeting,Office,Morning
545,2023-10-05 11:40:00,Commute,20,2,Lunch with colleagues,Office,Morning
467,2023-10-21 15:05:00,Meeting,45,5,Had a coffee break,Outdoor,Afternoon
user_397,2023-10-11 21:47:00,Casual Lunch,20,4,Went for a walk,Office,Evening
user_165,2023-10-03 09:57:00,Social Interaction,30,3,Workout session,Outdoor,Morning
user_74,2023-10-08 00:39:00,Meeting,45,2,Long commute,Office,Morning
user_15,2023-10-22 07:34:00,Commute,20,3,Discuss project,Gym,Morning
275,2023-10-20 17:01:00,Meeting,60,1,Discuss project,Outdoor,Afternoon
user_71,2023-10-29 22:58:00,Commute,45,3,Client meeting,Gym,Evening
user_418,2023-10-26 20:14:00,Meeting,30,1,Relaxing at home,Gym,Evening
user_413,2023-10-27 15:56:00,Social Interaction,15,5,Long commute,Gym,Afternoon
409,2023-10-07 08:15:00,Casual Lunch,45,1,Discuss project,Home,Morning
user_82,2023-10-22 06:42:00,Social Interaction,30,3,Solo reading session,Outdoor,Morning
user_450,2023-10-01 19:45:00,Social Interaction,12,4,Discuss project,Home,Evening
user_361,2023-10-02 19:37:00,Social Interaction,30,2,Casual chat with friends,Outdoor,Evening
user_186,2023-10-10 06:09:00,Casual Lunch,30,3,Went for a walk,Home,Morning
user_226,2023-10-08 12:17:00,Casual Lunch,15,4,Networking event,Home,Afternoon
user_397,2023-10-15 18:32:00,Social Interaction,20,3,Relaxing at home,Office,Evening
user_274,2023-10-10 10:16:00,Exercise,45,2,Had a coffee break,Office,Morning
user_455,2023-10-27 10:09:00,Break,30,2,Had a coffee break,Gym,Morning
user_327,2023-10-06 23:13:00,Exercise,15,5,Lunch with colleagues,Office,Evening
770,2023-10-08 02:51:00,Meeting,12,2,Long commute,Outdoor,Morning
272,2023-10-17 19:41:00,Casual Lunch,30,4,Workout session,Outdoor,Evening
794,2023-10-11 08:22:00,Break,20,4,Solo reading session,Office,Morning
user_119,2023-10-24 05:01:00,Exercise,20,5,Relaxing at home,Outdoor,Morning
977,2023-10-06 03:12:00,Exercise,45,3,Casual chat with friends,Gym,Morning
692,2023-10-23 10:23:00,Break,20,3,Went for a walk,Home,Morning
932,2023-10-17 16:56:00,Exercise,60,5,Casual chat with friends,Gym,Afternoon
user_183,2023-10-24 15:36:00,Break,45,4,Team brainstorming,Gym,Afternoon
user_197,2023-10-25 05:47:00,Meeting,15,3,Had a coffee break,Outdoor,Morning
user_83,2023-10-20 22:14:00,Social Interaction,60,1,Long commute,Office,Evening
user_116,2023-10-06 23:44:00,Break,20,2,Relaxing at home,Outdoor,Evening
user_90,2023-10-23 09:54:00,Meeting,12,2,Went for a walk,Outdoor,Morning
user_188,2023-10-26 02:42:00,Casual Lunch,15,4,Networking event,Gym,Morning
796,2023-10-12 16:41:00,Commute,12,4,Team brainstorming,Office,Afternoon
user_204,2023-10-08 23:57:00,Exercise,30,1,Discuss project,Gym,Evening
24,2023-10-11 18:52:00,Social Interaction,30,4,Networking event,Gym,Evening
user_241,2023-10-30 21:27:00,Break,30,1,Client meeting,Outdoor,Evening
177,2023-10-29 11:25:00,Exercise,15,2,Solo reading session,Home,Morning
user_417,2023-10-09 18:51:00,Casual Lunch,20,3,Went for a walk,Outdoor,Evening
user_373,2023-10-02 21:38:00,Exercise,30,5,Solo reading session,Gym,Evening
905,2023-10-03 15:11:00,Meeting,20,4,Client meeting,Gym,Afternoon
133,2023-10-02 17:35:00,Break,15,3,Workout session,Gym,Afternoon
user_122,2023-10-03 05:58:00,Casual Lunch,30,4,Client meeting,Office,Morning
919,2023-10-20 23:36:00,Meeting,60,3,Lunch with colleagues,Office,Evening
462,2023-10-23 21:00:00,Exercise,15,5,Long commute,Home,Evening
user_449,2023-10-02 11:24:00,Break,12,1,Workout session,Home,Morning
990,2023-10-28 09:53:00,Exercise,20,2,Team brainstorming,Gym,Morning
user_226,2023-10-02 04:46:00,Break,15,3,Networking event,Office,Morning
user_424,2023-10-30 21:13:00,Casual Lunch,15,4,Relaxing at home,Home,Evening
user_79,2023-10-22 09:00:00,Exercise,30,4,Discuss project,Gym,Morning
user_29,2023-10-09 00:50:00,Social Interaction,60,3,Casual chat with friends,Home,Morning
user_326,2023-10-23 09:54:00,Commute,12,2,Lunch with colleagues,Office,Morning
66,2023-10-20 08:41:00,Casual Lunch,20,2,Casual chat with friends,Office,Morning
895,2023-10-13 06:42:00,Commute,15,4,Went for a walk,Gym,Morning
user_72,2023-10-29 18:10:00,Exercise,12,4,Casual chat with friends,Outdoor,Evening
user_272,2023-10-15 02:29:00,Exercise,45,5,Casual chat with friends,Office,Morning
user_118,2023-10-12 23:33:00,Casual Lunch,30,3,Casual chat with friends,Outdoor,Evening
user_32,2023-10-23 20:04:00,Meeting,45,4,Casual chat with friends,Office,Evening
318,2023-10-29 08:42:00,Casual Lunch,15,5,Networking event,Outdoor,Morning
user_18,2023-10-23 06:33:00,Exercise,12,5,Went for a walk,Gym,Morning
user_158,2023-10-23 00:55:00,Social Interaction,12,1,Team brainstorming,Home,Morning
166,2023-10-05 19:39:00,Social Interaction,60,4,Long commute,Gym,Evening
406,2023-10-22 07:15:00,Meeting,12,4,Workout session,Home,Morning
user_363,2023-10-15 04:43:00,Casual Lunch,15,5,Discuss project,Home,Morning
user_372,2023-10-24 07:51:00,Commute,30,4,Team brainstorming,Home,Morning
805,2023-10-30 02:09:00,Casual Lunch,45,1,Relaxing at home,Gym,Morning
643,2023-10-24 00:40:00,Break,15,2,Had a coffee break,Home,Morning
818,2023-10-21 02:24:00,Commute,45,1,Went for a walk,Gym,Morning
690,2023-10-14 03:52:00,Break,30,2,Workout session,Home,Morning
220,2023-10-18 08:06:00,Casual Lunch,45,3,Long commute,Gym,Morning
user_474,2023-10-31 05:25:00,Casual Lunch,30,5,Discuss project,Outdoor,Morning
51,2023-10-25 05:55:00,Casual Lunch,12,3,Networking event,Outdoor,Morning
user_488,2023-10-23 19:07:00,Commute,45,4,Went for a walk,Outdoor,Evening
user_317,2023-10-10 07:16:00,Meeting,45,1,Lunch with colleagues,Home,Morning
user_372,2023-10-08 12:23:00,Social Interaction,30,2,Casual chat with friends,Home,Afternoon
299,2023-10-05 18:27:00,Exercise,30,3,Team brainstorming,Gym,Evening
691,2023-10-10 23:10:00,Commute,15,2,Lunch with colleagues,Outdoor,Evening
206,2023-10-06 04:30:00,Social Interaction,20,2,Solo reading session,Office,Morning
398,2023-10-12 00:47:00,Meeting,30,2,Workout session,Outdoor,Morning
295,2023-10-26 08:39:00,Meeting,12,2,Had a coffee break,Gym,Morning
user_347,2023-10-08 06:59:00,Meeting,30,3,Had a coffee break,Home,Morning
user_159,2023-10-12 02:02:00,Commute,12,4,Lunch with colleagues,Office,Morning
user_261,2023-10-05 04:51:00,Commute,45,2,Went for a walk,Outdoor,Morning
43,2023-10-01 09:43:00,Break,20,3,Long commute,Outdoor,Morning
569,2023-10-24 04:39:00,Exercise,30,5,Discuss project,Outdoor,Morning
923,2023-10-04 17:19:00,Social Interaction,20,5,Relaxing at home,Home,Afternoon
user_146,2023-10-08 22:56:00,Exercise,12,4,Relaxing at home,Home,Evening
user_441,2023-10-02 20:25:00,Commute,15,4,Casual chat with friends,Gym,Evening
931,2023-10-15 20:25:00,Casual Lunch,30,4,Lunch with colleagues,Outdoor,Evening
187,2023-10-17 21:58:00,Break,12,5,Client meeting,Outdoor,Evening
user_403,2023-10-19 21:11:00,Casual Lunch,15,1,Solo reading session,Gym,Evening
669,2023-10-22 04:47:00,Break,30,1,Relaxing at home,Outdoor,Morning
user_111,2023-10-19 20:51:00,Break,20,4,Solo reading session,Outdoor,Evening
user_412,2023-10-05 04:08:00,Exercise,15,4,Long commute,Office,Morning
939,2023-10-30 14:01:00,Casual Lunch,20,3,Long commute,Gym,Afternoon
user_249,2023-10-27 01:48:00,Exercise,20,4,Networking event,Office,Morning
user_495,2023-10-10 10:00:00,Exercise,60,2,Had a coffee break,Gym,Morning
user_475,2023-10-25 06:29:00,Social Interaction,12,4,Networking event,Home,Morning
user_363,2023-10-09 15:57:00,Meeting,60,5,Team brainstorming,Office,Afternoon
614,2023-10-24 01:58:00,Casual Lunch,30,3,Went for a walk,Outdoor,Morning
163,2023-10-19 19:26:00,Casual Lunch,30,5,Went for a walk,Gym,Evening
15,2023-10-22 00:30:00,Exercise,60,5,Had a coffee break,Office,Morning
user_355,2023-10-28 12:54:00,Break,15,4,Long commute,Outdoor,Afternoon
878,2023-10-22 19:31:00,Meeting,30,1,Relaxing at home,Outdoor,Evening
user_474,2023-10-29 03:42:00,Casual Lunch,15,5,Went for a walk,Home,Morning
214,2023-10-21 10:49:00,Meeting,30,2,Lunch with colleagues,Outdoor,Morning
239,2023-10-27 05:26:00,Casual Lunch,45,2,Team brainstorming,Outdoor,Morning
166,2023-10-15 04:45:00,Exercise,45,5,Discuss project,Home,Morning
857,2023-10-18 09:49:00,Break,20,3,Networking event,Outdoor,Morning
587,2023-10-25 07:31:00,Meeting,60,4,Discuss project,Gym,Morning
user_398,2023-10-03 11:00:00,Social Interaction,12,4,Workout session,Outdoor,Morning
user_332,2023-10-19 00:55:00,Exercise,20,5,Client meeting,Gym,Morning
844,2023-10-04 08:12:00,Meeting,45,2,Relaxing at home,Outdoor,Morning
217,2023-10-20 17:58:00,Casual Lunch,20,5,Workout session,Gym,Afternoon
186,2023-10-29 06:28:00,Casual Lunch,15,5,Solo reading session,Gym,Morning
738,2023-10-05 22:06:00,Casual Lunch,15,2,Lunch with colleagues,Outdoor,Evening
user_130,2023-10-23 18:16:00,Commute,45,5,Went for a walk,Gym,Evening
user_124,2023-10-02 04:20:00,Casual Lunch,30,2,Went for a walk,Outdoor,Morning
78,2023-10-16 08:52:00,Meeting,15,5,Discuss project,Gym,Morning
user_275,2023-10-29 16:35:00,Social Interaction,60,1,Team brainstorming,Gym,Afternoon
509,2023-10-08 04:26:00,Break,45,1,Relaxing at home,Gym,Morning
318,2023-10-14 06:20:00,Exercise,60,5,Lunch with colleagues,Office,Morning
591,2023-10-09 13:52:00,Exercise,30,5,Had a coffee break,Outdoor,Afternoon
user_491,2023-10-28 04:30:00,Meeting,20,5,Solo reading session,Office,Morning
user_151,2023-10-14 20:25:00,Break,30,3,Long commute,Office,Evening
251,2023-10-03 20:57:00,Exercise,15,3,Relaxing at home,Outdoor,Evening
user_20,2023-10-02 02:03:00,Exercise,30,3,Discuss project,Outdoor,Morning
user_22,2023-10-12 12:23:00,Social Interaction,15,1,Discuss project,Gym,Afternoon
259,2023-10-17 22:09:00,Exercise,12,3,Went for a walk,Outdoor,Evening
887,2023-10-25 16:15:00,Casual Lunch,15,3,Casual chat with friends,Home,Afternoon
user_279,2023-10-26 20:14:00,Meeting,12,1,Long commute,Gym,Evening
397,2023-10-14 11:20:00,Break,20,1,Went for a walk,Outdoor,Morning
650,2023-10-24 08:16:00,Break,60,4,Lunch with colleagues,Outdoor,Morning
user_39,2023-10-19 00:49:00,Commute,30,3,Networking event,Gym,Morning
user_424,2023-10-29 03:11:00,Commute,20,4,Client meeting,Gym,Morning
881,2023-10-11 12:53:00,Casual Lunch,15,1,Went for a walk,Outdoor,Afternoon
32,2023-10-05 18:25:00,Break,45,1,Discuss project,Outdoor,Evening
user_452,2023-10-27 04:07:00,Commute,12,1,Discuss project,Office,Morning
user_52,2023-10-31 01:42:00,Meeting,20,4,Networking event,Office,Morning
user_478,2023-10-29 14:55:00,Break,12,4,Casual chat with friends,Home,Afternoon
user_399,2023-10-13 07:32:00,Break,12,4,Lunch with colleagues,Office,Morning
807,2023-10-15 07:31:00,Meeting,30,4,Discuss project,Office,Morning
user_227,2023-10-30 01:48:00,Break,20,4,Went for a walk,Office,Morning
209,2023-10-30 04:25:00,Break,20,4,Team brainstorming,Gym,Morning
326,2023-10-27 01:49:00,Break,45,2,Relaxing at home,Home,Morning
user_32,2023-10-06 12:24:00,Exercise,30,5,Had a coffee break,Office,Afternoon
user_405,2023-10-07 06:55:00,Commute,20,2,Client meeting,Office,Morning
262,2023-10-02 06:56:00,Meeting,60,2,Long commute,Office,Morning
user_292,2023-10-12 04:34:00,Meeting,45,1,Relaxing at home,Outdoor,Morning
user_69,2023-10-01 14:16:00,Casual Lunch,20,2,Had a coffee break,Gym,Afternoon
685,2023-10-09 21:00:00,Exercise,30,2,Discuss project,Outdoor,Evening
413,2023-10-03 10:48:00,Exercise,15,2,Team brainstorming,Home,Morning
665,2023-10-25 21:15:00,Casual Lunch,20,5,Discuss project,Gym,Evening
user_277,2023-10-08 15:48:00,Commute,20,2,Client meeting,Office,Afternoon
user_131,2023-10-30 08:33:00,Casual Lunch,30,5,Team brainstorming,Office,Morning
49,2023-10-27 06:57:00,Casual Lunch,20,2,Relaxing at home,Home,Morning
851,2023-10-09 10:46:00,Meeting,20,3,Team brainstorming,Outdoor,Morning
818,2023-10-16 01:03:00,Social Interaction,20,2,Networking event,Gym,Morning
user_350,2023-10-04 14:29:00,Break,15,5,Team brainstorming,Home,Afternoon
user_500,2023-10-06 17:18:00,Meeting,60,1,Went for a walk,Office,Afternoon
user_203,2023-10-04 16:17:00,Social Interaction,12,2,Lunch with colleagues,Office,Afternoon
778,2023-10-03 12:49:00,Social Interaction,45,1,Workout session,Home,Afternoon
658,2023-10-02 14:11:00,Casual Lunch,60,4,Workout session,Office,Afternoon
user_202,2023-10-30 20:21:00,Break,60,1,Lunch with colleagues,Office,Evening
user_444,2023-10-17 09:59:00,Exercise,45,1,Relaxing at home,Gym,Morning
user_376,2023-10-29 01:46:00,Break,30,4,Had a coffee break,Home,Morning
user_102,2023-10-17 12:48:00,Casual Lunch,15,4,Discuss project,Office,Afternoon
13,2023-10-11 01:11:00,Break,30,5,Client meeting,Home,Morning
user_83,2023-10-11 21:01:00,Meeting,20,4,Workout session,Outdoor,Evening
356,2023-10-24 19:14:00,Break,45,3,Client meeting,Outdoor,Evening
414,2023-10-09 14:08:00,Social Interaction,60,2,Went for a walk,Gym,Afternoon
user_353,2023-10-27 21:52:00,Commute,30,1,Went for a walk,Office,Evening
user_147,2023-10-11 08:18:00,Social Interaction,15,2,Workout session,Outdoor,Morning
536,2023-10-07 14:25:00,Break,20,2,Client meeting,Outdoor,Afternoon
user_91,2023-10-11 12:54:00,Casual Lunch,30,3,Solo reading session,Home,Afternoon
user_304,2023-10-19 18:25:00,Social Interaction,60,3,Casual chat with friends,Outdoor,Evening
user_431,2023-10-23 15:00:00,Break,15,4,Workout session,Office,Afternoon
user_348,2023-10-07 20:01:00,Casual Lunch,15,3,Relaxing at home,Home,Evening
763,2023-10-06 19:26:00,Social Interaction,45,3,Networking event,Outdoor,Evening
user_487,2023-10-10 12:59:00,Social Interaction,30,2,Client meeting,Home,Afternoon
758,2023-10-16 13:36:00,Break,15,2,Long commute,Home,Afternoon
user_230,2023-10-23 20:50:00,Commute,45,1,Casual chat with friends,Home,Evening
468,2023-10-21 23:56:00,Commute,45,4,Team brainstorming,Gym,Evening
user_201,2023-10-07 12:32:00,Break,45,4,Workout session,Home,Afternoon
205,2023-10-02 00:59:00,Commute,20,3,Networking event,Office,Morning
user_1,2023-10-05 15:08:00,Commute,45,5,Discuss project,Office,Afternoon
user_474,2023-10-07 13:20:00,Break,60,3,Team brainstorming,Outdoor,Afternoon
user_257,2023-10-26 09:31:00,Exercise,12,4,Lunch with colleagues,Gym,Morning
323,2023-10-16 21:00:00,Casual Lunch,45,2,Went for a walk,Office,Evening
user_157,2023-10-27 02:08:00,Social Interaction,12,2,Client meeting,Office,Morning
user_188,2023-10-02 20:00:00,Social Interaction,20,2,Relaxing at home,Outdoor,Evening
user_6,2023-10-16 05:41:00,Casual Lunch,45,3,Solo reading session,Home,Morning
434,2023-10-23 12:38:00,Casual Lunch,45,4,Lunch with colleagues,Home,Afternoon
user_229,2023-10-13 18:15:00,Casual Lunch,60,2,Casual chat with friends,Outdoor,Evening
376,2023-10-23 12:23:00,Casual Lunch,45,1,Solo reading session,Outdoor,Afternoon
user_425,2023-10-18 12:21:00,Meeting,45,5,Solo reading session,Home,Afternoon
user_489,2023-10-22 14:01:00,Social Interaction,15,2,Went for a walk,Gym,Afternoon
user_431,2023-10-11 13:05:00,Social Interaction,20,4,Casual chat with friends,Gym,Afternoon
